title,difficulty_short,difficulty,level,notes
EXCITE,SPB,1,2,166
EXCITE,SPN,2,4,415
EXCITE,SPH,3,7,687
EXCITE,SPA,4,10,1124
EXCITE,SPL,5,-1,-1
fairy cocktail,SPB,1,-1,-1
fairy cocktail,SPN,2,3,230
fairy cocktail,SPH,3,6,559
fairy cocktail,SPA,4,8,828
fairy cocktail,SPL,5,-1,-1
Fly Above (Vicissitude Remix),SPB,1,-1,-1
Fly Above (Vicissitude Remix),SPN,2,4,444
Fly Above (Vicissitude Remix),SPH,3,7,778
Fly Above (Vicissitude Remix),SPA,4,10,1200
Fly Above (Vicissitude Remix),SPL,5,-1,-1
Forgetting Machine,SPB,1,-1,-1
Forgetting Machine,SPN,2,5,366
Forgetting Machine,SPH,3,8,634
Forgetting Machine,SPA,4,10,868
Forgetting Machine,SPL,5,-1,-1
Friction[!]Function,SPB,1,-1,-1
Friction[!]Function,SPN,2,6,560
Friction[!]Function,SPH,3,9,911
Friction[!]Function,SPA,4,12,1634
Friction[!]Function,SPL,5,-1,-1
GHOST,SPB,1,-1,-1
GHOST,SPN,2,5,425
GHOST,SPH,3,8,767
GHOST,SPA,4,11,1403
GHOST,SPL,5,-1,-1
GIGA VIOLATE,SPB,1,-1,-1
GIGA VIOLATE,SPN,2,6,565
GIGA VIOLATE,SPH,3,8,833
GIGA VIOLATE,SPA,4,11,1392
GIGA VIOLATE,SPL,5,-1,-1
Hold My Hand,SPB,1,-1,-1
Hold My Hand,SPN,2,5,472
Hold My Hand,SPH,3,8,855
Hold My Hand,SPA,4,10,1247
Hold My Hand,SPL,5,-1,-1
Horizons of Promise,SPB,1,-1,-1
Horizons of Promise,SPN,2,4,476
Horizons of Promise,SPH,3,7,765
Horizons of Promise,SPA,4,10,1322
Horizons of Promise,SPL,5,-1,-1
Hyper Drive feat. ぷにぷに電機,SPB,1,-1,-1
Hyper Drive feat. ぷにぷに電機,SPN,2,3,335
Hyper Drive feat. ぷにぷに電機,SPH,3,7,775
Hyper Drive feat. ぷにぷに電機,SPA,4,9,1000
Hyper Drive feat. ぷにぷに電機,SPL,5,-1,-1
If,SPB,1,-1,-1
If,SPN,2,5,398
If,SPH,3,8,689
If,SPA,4,10,959
If,SPL,5,-1,-1
Inferno of Fomalhaut,SPB,1,-1,-1
Inferno of Fomalhaut,SPN,2,5,523
Inferno of Fomalhaut,SPH,3,10,980
Inferno of Fomalhaut,SPA,4,12,1701
Inferno of Fomalhaut,SPL,5,-1,-1
Infinity Mirror,SPB,1,-1,-1
Infinity Mirror,SPN,2,5,436
Infinity Mirror,SPH,3,8,709
Infinity Mirror,SPA,4,10,1164
Infinity Mirror,SPL,5,-1,-1
Into The Madness,SPB,1,-1,-1
Into The Madness,SPN,2,5,508
Into The Madness,SPH,3,8,821
Into The Madness,SPA,4,11,1286
Into The Madness,SPL,5,-1,-1
Jetcoaster Windy,SPB,1,-1,-1
Jetcoaster Windy,SPN,2,4,413
Jetcoaster Windy,SPH,3,7,722
Jetcoaster Windy,SPA,4,10,1156
Jetcoaster Windy,SPL,5,-1,-1
LASER CRUSTER (IGNITE REMIX),SPB,1,-1,-1
LASER CRUSTER (IGNITE REMIX),SPN,2,4,399
LASER CRUSTER (IGNITE REMIX),SPH,3,8,908
LASER CRUSTER (IGNITE REMIX),SPA,4,12,1824
LASER CRUSTER (IGNITE REMIX),SPL,5,-1,-1
Level 2,SPB,1,-1,-1
Level 2,SPN,2,6,484
Level 2,SPH,3,9,886
Level 2,SPA,4,12,1488
Level 2,SPL,5,-1,-1
LIGHTNING STRIKES,SPB,1,-1,-1
LIGHTNING STRIKES,SPN,2,5,471
LIGHTNING STRIKES,SPH,3,9,854
LIGHTNING STRIKES,SPA,4,12,1639
LIGHTNING STRIKES,SPL,5,-1,-1
Like+it!,SPB,1,-1,-1
Like+it!,SPN,2,6,541
Like+it!,SPH,3,9,885
Like+it!,SPA,4,11,1197
Like+it!,SPL,5,-1,-1
Lords Of The Roundtable,SPB,1,-1,-1
Lords Of The Roundtable,SPN,2,6,541
Lords Of The Roundtable,SPH,3,10,950
Lords Of The Roundtable,SPA,4,12,1586
Lords Of The Roundtable,SPL,5,-1,-1
Lost Souls,SPB,1,-1,-1
Lost Souls,SPN,2,4,358
Lost Souls,SPH,3,9,857
Lost Souls,SPA,4,11,1236
Lost Souls,SPL,5,-1,-1
Matt Silver,SPB,1,-1,-1
Matt Silver,SPN,2,6,598
Matt Silver,SPH,3,9,1096
Matt Silver,SPA,4,12,1707
Matt Silver,SPL,5,-1,-1
Megalara Garuda,SPB,1,-1,-1
Megalara Garuda,SPN,2,7,764
Megalara Garuda,SPH,3,10,1012
Megalara Garuda,SPA,4,12,1543
Megalara Garuda,SPL,5,-1,-1
Mel,SPB,1,-1,-1
Mel,SPN,2,4,396
Mel,SPH,3,7,767
Mel,SPA,4,9,1088
Mel,SPL,5,-1,-1
Moving on,SPB,1,-1,-1
Moving on,SPN,2,5,525
Moving on,SPH,3,8,979
Moving on,SPA,4,11,1501
Moving on,SPL,5,-1,-1
Nasty Techniques,SPB,1,-1,-1
Nasty Techniques,SPN,2,5,496
Nasty Techniques,SPH,3,9,854
Nasty Techniques,SPA,4,11,1338
Nasty Techniques,SPL,5,-1,-1
NEWALONE,SPB,1,-1,-1
NEWALONE,SPN,2,4,303
NEWALONE,SPH,3,7,662
NEWALONE,SPA,4,9,1012
NEWALONE,SPL,5,-1,-1
NRG STAR '86 feat. 大山愛未,SPB,1,-1,-1
NRG STAR '86 feat. 大山愛未,SPN,2,5,517
NRG STAR '86 feat. 大山愛未,SPH,3,8,760
NRG STAR '86 feat. 大山愛未,SPA,4,10,1333
NRG STAR '86 feat. 大山愛未,SPL,5,-1,-1
Ohayo!,SPB,1,-1,-1
Ohayo!,SPN,2,5,487
Ohayo!,SPH,3,8,801
Ohayo!,SPA,4,11,1233
Ohayo!,SPL,5,-1,-1
ORCA,SPB,1,-1,-1
ORCA,SPN,2,7,681
ORCA,SPH,3,10,1241
ORCA,SPA,4,12,1795
ORCA,SPL,5,-1,-1
OUTER PLANETS,SPB,1,-1,-1
OUTER PLANETS,SPN,2,4,340
OUTER PLANETS,SPH,3,7,716
OUTER PLANETS,SPA,4,10,1100
OUTER PLANETS,SPL,5,-1,-1
Override,SPB,1,-1,-1
Override,SPN,2,5,480
Override,SPH,3,8,821
Override,SPA,4,11,1471
Override,SPL,5,-1,-1
PHASE SHIFT MANEUVER,SPB,1,-1,-1
PHASE SHIFT MANEUVER,SPN,2,6,638
PHASE SHIFT MANEUVER,SPH,3,9,886
PHASE SHIFT MANEUVER,SPA,4,11,1447
PHASE SHIFT MANEUVER,SPL,5,-1,-1
POP TEAM EPIC(kors k Remix),SPB,1,1,165
POP TEAM EPIC(kors k Remix),SPN,2,3,269
POP TEAM EPIC(kors k Remix),SPH,3,7,653
POP TEAM EPIC(kors k Remix),SPA,4,9,1075
POP TEAM EPIC(kors k Remix),SPL,5,-1,-1
Primitive Vibes,SPB,1,3,298
Primitive Vibes,SPN,2,6,587
Primitive Vibes,SPH,3,10,1004
Primitive Vibes,SPA,4,12,1564
Primitive Vibes,SPL,5,-1,-1
Punching Down (IIDX Mix),SPB,1,-1,-1
Punching Down (IIDX Mix),SPN,2,4,339
Punching Down (IIDX Mix),SPH,3,7,602
Punching Down (IIDX Mix),SPA,4,9,945
Punching Down (IIDX Mix),SPL,5,-1,-1
Queen Kaguya,SPB,1,-1,-1
Queen Kaguya,SPN,2,6,493
Queen Kaguya,SPH,3,9,952
Queen Kaguya,SPA,4,11,1330
Queen Kaguya,SPL,5,-1,-1
Rainstorm,SPB,1,-1,-1
Rainstorm,SPN,2,5,501
Rainstorm,SPH,3,8,784
Rainstorm,SPA,4,10,1146
Rainstorm,SPL,5,-1,-1
Rave lithosphere,SPB,1,-1,-1
Rave lithosphere,SPN,2,5,554
Rave lithosphere,SPH,3,8,898
Rave lithosphere,SPA,4,11,1344
Rave lithosphere,SPL,5,-1,-1
Rave Patroller,SPB,1,-1,-1
Rave Patroller,SPN,2,7,696
Rave Patroller,SPH,3,10,1189
Rave Patroller,SPA,4,12,1705
Rave Patroller,SPL,5,-1,-1
rough percussionythm,SPB,1,-1,-1
rough percussionythm,SPN,2,6,515
rough percussionythm,SPH,3,9,853
rough percussionythm,SPA,4,11,1295
rough percussionythm,SPL,5,-1,-1
S!ck (Nhato Remix),SPB,1,-1,-1
S!ck (Nhato Remix),SPN,2,6,506
S!ck (Nhato Remix),SPH,3,9,830
S!ck (Nhato Remix),SPA,4,11,1279
S!ck (Nhato Remix),SPL,5,-1,-1
SCREW // owo // SCREW,SPB,1,-1,-1
SCREW // owo // SCREW,SPN,2,6,567
SCREW // owo // SCREW,SPH,3,9,1111
SCREW // owo // SCREW,SPA,4,12,1567
SCREW // owo // SCREW,SPL,5,-1,-1
Sellout,SPB,1,-1,-1
Sellout,SPN,2,3,274
Sellout,SPH,3,6,533
Sellout,SPA,4,10,1058
Sellout,SPL,5,-1,-1
Shiva,SPB,1,-1,-1
Shiva,SPN,2,4,370
Shiva,SPH,3,8,753
Shiva,SPA,4,11,1085
Shiva,SPL,5,-1,-1
Silly Love,SPB,1,1,131
Silly Love,SPN,2,4,406
Silly Love,SPH,3,8,716
Silly Love,SPA,4,10,1061
Silly Love,SPL,5,-1,-1
Ska-sh All Neurons!!,SPB,1,-1,-1
Ska-sh All Neurons!!,SPN,2,4,497
Ska-sh All Neurons!!,SPH,3,7,739
Ska-sh All Neurons!!,SPA,4,10,1176
Ska-sh All Neurons!!,SPL,5,-1,-1
Smashing Wedge,SPB,1,-1,-1
Smashing Wedge,SPN,2,5,492
Smashing Wedge,SPH,3,10,1141
Smashing Wedge,SPA,4,12,1957
Smashing Wedge,SPL,5,-1,-1
Sparkle Smilin',SPB,1,-1,-1
Sparkle Smilin',SPN,2,4,462
Sparkle Smilin',SPH,3,8,756
Sparkle Smilin',SPA,4,11,1243
Sparkle Smilin',SPL,5,-1,-1
STOIC HYPOTHESIS,SPB,1,-1,-1
STOIC HYPOTHESIS,SPN,2,6,565
STOIC HYPOTHESIS,SPH,3,9,917
STOIC HYPOTHESIS,SPA,4,11,1442
STOIC HYPOTHESIS,SPL,5,-1,-1
Sugar Drippin',SPB,1,-1,-1
Sugar Drippin',SPN,2,4,391
Sugar Drippin',SPH,3,7,701
Sugar Drippin',SPA,4,9,1069
Sugar Drippin',SPL,5,-1,-1
take me higher,SPB,1,-1,-1
take me higher,SPN,2,4,414
take me higher,SPH,3,7,647
take me higher,SPA,4,10,1015
take me higher,SPL,5,-1,-1
TECHNO Style Essentials,SPB,1,-1,-1
TECHNO Style Essentials,SPN,2,6,516
TECHNO Style Essentials,SPH,3,9,833
TECHNO Style Essentials,SPA,4,12,1453
TECHNO Style Essentials,SPL,5,-1,-1
THE BRAVE MUST DIE,SPB,1,-1,-1
THE BRAVE MUST DIE,SPN,2,6,721
THE BRAVE MUST DIE,SPH,3,10,1283
THE BRAVE MUST DIE,SPA,4,12,2075
THE BRAVE MUST DIE,SPL,5,-1,-1
THE F∀UST,SPB,1,-1,-1
THE F∀UST,SPN,2,7,691
THE F∀UST,SPH,3,10,1183
THE F∀UST,SPA,4,12,1851
THE F∀UST,SPL,5,-1,-1
The Sky of Sadness,SPB,1,-1,-1
The Sky of Sadness,SPN,2,4,444
The Sky of Sadness,SPH,3,8,767
The Sky of Sadness,SPA,4,10,1216
The Sky of Sadness,SPL,5,-1,-1
Theory,SPB,1,-1,-1
Theory,SPN,2,5,412
Theory,SPH,3,8,745
Theory,SPA,4,11,1342
Theory,SPL,5,-1,-1
T-REX vs Velociraptor (In the Far east euphoria),SPB,1,-1,-1
T-REX vs Velociraptor (In the Far east euphoria),SPN,2,7,712
T-REX vs Velociraptor (In the Far east euphoria),SPH,3,9,943
T-REX vs Velociraptor (In the Far east euphoria),SPA,4,12,1636
T-REX vs Velociraptor (In the Far east euphoria),SPL,5,-1,-1
TRIUMPH,SPB,1,-1,-1
TRIUMPH,SPN,2,6,475
TRIUMPH,SPH,3,9,1019
TRIUMPH,SPA,4,12,1724
TRIUMPH,SPL,5,-1,-1
UNITE THE HEART,SPB,1,-1,-1
UNITE THE HEART,SPN,2,7,753
UNITE THE HEART,SPH,3,10,1319
UNITE THE HEART,SPA,4,11,1676
UNITE THE HEART,SPL,5,-1,-1
VALKYRIAS -英雄誕生-,SPB,1,2,235
VALKYRIAS -英雄誕生-,SPN,2,6,524
VALKYRIAS -英雄誕生-,SPH,3,9,881
VALKYRIAS -英雄誕生-,SPA,4,11,1386
VALKYRIAS -英雄誕生-,SPL,5,-1,-1
VIBRΛ,SPB,1,-1,-1
VIBRΛ,SPN,2,5,472
VIBRΛ,SPH,3,7,666
VIBRΛ,SPA,4,10,941
VIBRΛ,SPL,5,-1,-1
Vinculum stellarum,SPB,1,-1,-1
Vinculum stellarum,SPN,2,5,473
Vinculum stellarum,SPH,3,10,1229
Vinculum stellarum,SPA,4,12,1873
Vinculum stellarum,SPL,5,-1,-1
Virus Funk,SPB,1,-1,-1
Virus Funk,SPN,2,4,397
Virus Funk,SPH,3,7,785
Virus Funk,SPA,4,10,1119
Virus Funk,SPL,5,-1,-1
Volcanic Dragon,SPB,1,-1,-1
Volcanic Dragon,SPN,2,6,548
Volcanic Dragon,SPH,3,8,914
Volcanic Dragon,SPA,4,11,1495
Volcanic Dragon,SPL,5,-1,-1
Voo Doo Bamboleo,SPB,1,-1,-1
Voo Doo Bamboleo,SPN,2,5,459
Voo Doo Bamboleo,SPH,3,8,786
Voo Doo Bamboleo,SPA,4,10,1262
Voo Doo Bamboleo,SPL,5,-1,-1
Ypsilon,SPB,1,-1,-1
Ypsilon,SPN,2,6,567
Ypsilon,SPH,3,9,913
Ypsilon,SPA,4,11,1466
Ypsilon,SPL,5,-1,-1
ガヴリールドロップキック,SPB,1,3,207
ガヴリールドロップキック,SPN,2,5,396
ガヴリールドロップキック,SPH,3,9,856
ガヴリールドロップキック,SPA,4,11,1362
ガヴリールドロップキック,SPL,5,-1,-1
がっつり陰キャ!? 怪盗いいんちょの億劫^^;,SPB,1,-1,-1
がっつり陰キャ!? 怪盗いいんちょの億劫^^;,SPN,2,7,789
がっつり陰キャ!? 怪盗いいんちょの億劫^^;,SPH,3,10,1399
がっつり陰キャ!? 怪盗いいんちょの億劫^^;,SPA,4,12,2192
がっつり陰キャ!? 怪盗いいんちょの億劫^^;,SPL,5,-1,-1
シャムシールの舞,SPB,1,-1,-1
シャムシールの舞,SPN,2,4,435
シャムシールの舞,SPH,3,8,790
シャムシールの舞,SPA,4,11,1294
シャムシールの舞,SPL,5,-1,-1
セピアの軌跡 ft. 天宮みや(少女フラクタル),SPB,1,2,191
セピアの軌跡 ft. 天宮みや(少女フラクタル),SPN,2,4,404
セピアの軌跡 ft. 天宮みや(少女フラクタル),SPH,3,7,739
セピアの軌跡 ft. 天宮みや(少女フラクタル),SPA,4,10,1205
セピアの軌跡 ft. 天宮みや(少女フラクタル),SPL,5,-1,-1
バッドエンド・シンドローム,SPB,1,-1,-1
バッドエンド・シンドローム,SPN,2,5,535
バッドエンド・シンドローム,SPH,3,8,892
バッドエンド・シンドローム,SPA,4,11,1497
バッドエンド・シンドローム,SPL,5,-1,-1
ピアノ協奏曲第1番”蠍火” (BlackY Remix),SPB,1,-1,-1
ピアノ協奏曲第1番”蠍火” (BlackY Remix),SPN,2,5,521
ピアノ協奏曲第1番”蠍火” (BlackY Remix),SPH,3,9,1072
ピアノ協奏曲第1番”蠍火” (BlackY Remix),SPA,4,12,1926
ピアノ協奏曲第1番”蠍火” (BlackY Remix),SPL,5,-1,-1
ラブキラ☆スプラッシュ,SPB,1,-1,-1
ラブキラ☆スプラッシュ,SPN,2,5,564
ラブキラ☆スプラッシュ,SPH,3,8,838
ラブキラ☆スプラッシュ,SPA,4,10,1267
ラブキラ☆スプラッシュ,SPL,5,-1,-1
ランカーキラーガール,SPB,1,-1,-1
ランカーキラーガール,SPN,2,6,583
ランカーキラーガール,SPH,3,9,955
ランカーキラーガール,SPA,4,11,1479
ランカーキラーガール,SPL,5,-1,-1
俺ら東京さ行ぐだ,SPB,1,1,129
俺ら東京さ行ぐだ,SPN,2,4,324
俺ら東京さ行ぐだ,SPH,3,7,674
俺ら東京さ行ぐだ,SPA,4,10,1011
俺ら東京さ行ぐだ,SPL,5,-1,-1
華麗なる大犬円舞曲,SPB,1,-1,-1
華麗なる大犬円舞曲,SPN,2,7,710
華麗なる大犬円舞曲,SPH,3,10,1105
華麗なる大犬円舞曲,SPA,4,12,1849
華麗なる大犬円舞曲,SPL,5,-1,-1
開きたまえ！Next stAge！,SPB,1,-1,-1
開きたまえ！Next stAge！,SPN,2,5,576
開きたまえ！Next stAge！,SPH,3,9,861
開きたまえ！Next stAge！,SPA,4,11,1463
開きたまえ！Next stAge！,SPL,5,-1,-1
狂水一華,SPB,1,-1,-1
狂水一華,SPN,2,5,489
狂水一華,SPH,3,9,888
狂水一華,SPA,4,11,1370
狂水一華,SPL,5,-1,-1
灼熱Beach Side Bunny (Masayoshi Iimori Remix),SPB,1,-1,-1
灼熱Beach Side Bunny (Masayoshi Iimori Remix),SPN,2,4,336
灼熱Beach Side Bunny (Masayoshi Iimori Remix),SPH,3,7,583
灼熱Beach Side Bunny (Masayoshi Iimori Remix),SPA,4,10,933
灼熱Beach Side Bunny (Masayoshi Iimori Remix),SPL,5,-1,-1
深淵に捧ぐレクイエム,SPB,1,-1,-1
深淵に捧ぐレクイエム,SPN,2,5,431
深淵に捧ぐレクイエム,SPH,3,9,843
深淵に捧ぐレクイエム,SPA,4,12,1537
深淵に捧ぐレクイエム,SPL,5,-1,-1
魅惑のYUMMYスイーツ,SPB,1,-1,-1
魅惑のYUMMYスイーツ,SPN,2,5,469
魅惑のYUMMYスイーツ,SPH,3,9,906
魅惑のYUMMYスイーツ,SPA,4,12,1586
魅惑のYUMMYスイーツ,SPL,5,-1,-1
眠りの国のステラ,SPB,1,-1,-1
眠りの国のステラ,SPN,2,6,594
眠りの国のステラ,SPH,3,9,946
眠りの国のステラ,SPA,4,11,1393
眠りの国のステラ,SPL,5,-1,-1
令和(1991RAVE REMIX),SPB,1,2,178
令和(1991RAVE REMIX),SPN,2,4,287
令和(1991RAVE REMIX),SPH,3,8,699
令和(1991RAVE REMIX),SPA,4,11,1117
令和(1991RAVE REMIX),SPL,5,-1,-1
錬成人間トリコロイダー,SPB,1,-1,-1
錬成人間トリコロイダー,SPN,2,5,531
錬成人間トリコロイダー,SPH,3,8,913
錬成人間トリコロイダー,SPA,4,11,1613
錬成人間トリコロイダー,SPL,5,-1,-1
曼荼羅恋々,SPB,1,-1,-1
曼荼羅恋々,SPN,2,6,561
曼荼羅恋々,SPH,3,9,894
曼荼羅恋々,SPA,4,11,1392
曼荼羅恋々,SPL,5,-1,-1
∀,SPB,1,3,303
∀,SPN,2,7,667
∀,SPH,3,10,1136
∀,SPA,4,12,1802
∀,SPL,5,-1,-1
3!dolon Forc3,SPB,1,-1,-1
3!dolon Forc3,SPN,2,6,506
3!dolon Forc3,SPH,3,9,808
3!dolon Forc3,SPA,4,12,1513
3!dolon Forc3,SPL,5,-1,-1
ABSOLUTE (kors k Remix),SPB,1,-1,-1
ABSOLUTE (kors k Remix),SPN,2,5,476
ABSOLUTE (kors k Remix),SPH,3,8,792
ABSOLUTE (kors k Remix),SPA,4,11,1336
ABSOLUTE (kors k Remix),SPL,5,-1,-1
Ah Hah Yeah,SPB,1,-1,-1
Ah Hah Yeah,SPN,2,4,367
Ah Hah Yeah,SPH,3,8,729
Ah Hah Yeah,SPA,4,11,1108
Ah Hah Yeah,SPL,5,-1,-1
AMRITA -不滅ノ花-,SPB,1,-1,-1
AMRITA -不滅ノ花-,SPN,2,4,455
AMRITA -不滅ノ花-,SPH,3,8,815
AMRITA -不滅ノ花-,SPA,4,11,1398
AMRITA -不滅ノ花-,SPL,5,-1,-1
ASIAN VIRTUAL REALITIES (MELTING TOGETHER IN DAZZLING DARKNESS),SPB,1,-1,-1
ASIAN VIRTUAL REALITIES (MELTING TOGETHER IN DAZZLING DARKNESS),SPN,2,5,545
ASIAN VIRTUAL REALITIES (MELTING TOGETHER IN DAZZLING DARKNESS),SPH,3,9,964
ASIAN VIRTUAL REALITIES (MELTING TOGETHER IN DAZZLING DARKNESS),SPA,4,12,1752
ASIAN VIRTUAL REALITIES (MELTING TOGETHER IN DAZZLING DARKNESS),SPL,5,-1,-1
BEMANI PRO LEAGUE Theme,SPB,1,-1,-1
BEMANI PRO LEAGUE Theme,SPN,2,4,393
BEMANI PRO LEAGUE Theme,SPH,3,7,712
BEMANI PRO LEAGUE Theme,SPA,4,9,996
BEMANI PRO LEAGUE Theme,SPL,5,-1,-1
BIGソムタム,SPB,1,-1,-1
BIGソムタム,SPN,2,7,639
BIGソムタム,SPH,3,10,964
BIGソムタム,SPA,4,12,1688
BIGソムタム,SPL,5,-1,-1
Breakin' Rules,SPB,1,-1,-1
Breakin' Rules,SPN,2,6,652
Breakin' Rules,SPH,3,9,917
Breakin' Rules,SPA,4,11,1396
Breakin' Rules,SPL,5,-1,-1
Burning Flame,SPB,1,-1,-1
Burning Flame,SPN,2,6,609
Burning Flame,SPH,3,9,935
Burning Flame,SPA,4,11,1470
Burning Flame,SPL,5,-1,-1
Chewingood!!!,SPB,1,-1,-1
Chewingood!!!,SPN,2,4,435
Chewingood!!!,SPH,3,7,761
Chewingood!!!,SPA,4,10,1317
Chewingood!!!,SPL,5,-1,-1
CONNECT-,SPB,1,-1,-1
CONNECT-,SPN,2,5,520
CONNECT-,SPH,3,9,932
CONNECT-,SPA,4,11,1483
CONNECT-,SPL,5,-1,-1
Crazy Jackpot,SPB,1,-1,-1
Crazy Jackpot,SPN,2,5,506
Crazy Jackpot,SPH,3,9,848
Crazy Jackpot,SPA,4,11,1447
Crazy Jackpot,SPL,5,-1,-1
Don't Stop The Music feat. Kanae Asaba,SPB,1,-1,-1
Don't Stop The Music feat. Kanae Asaba,SPN,2,3,349
Don't Stop The Music feat. Kanae Asaba,SPH,3,6,674
Don't Stop The Music feat. Kanae Asaba,SPA,4,9,944
Don't Stop The Music feat. Kanae Asaba,SPL,5,-1,-1
Empire of Fury,SPB,1,-1,-1
Empire of Fury,SPN,2,7,700
Empire of Fury,SPH,3,10,1110
Empire of Fury,SPA,4,12,1700
Empire of Fury,SPL,5,-1,-1
Euphoric Lagoon,SPB,1,-1,-1
Euphoric Lagoon,SPN,2,5,448
Euphoric Lagoon,SPH,3,8,815
Euphoric Lagoon,SPA,4,10,1312
Euphoric Lagoon,SPL,5,-1,-1
Explorer feat. ぷにぷに電機,SPB,1,-1,-1
Explorer feat. ぷにぷに電機,SPN,2,4,382
Explorer feat. ぷにぷに電機,SPH,3,7,661
Explorer feat. ぷにぷに電機,SPA,4,10,1082
Explorer feat. ぷにぷに電機,SPL,5,-1,-1
Farewell to Marrakech,SPB,1,-1,-1
Farewell to Marrakech,SPN,2,5,466
Farewell to Marrakech,SPH,3,8,786
Farewell to Marrakech,SPA,4,11,1162
Farewell to Marrakech,SPL,5,-1,-1
Fire Beat,SPB,1,-1,-1
Fire Beat,SPN,2,6,567
Fire Beat,SPH,3,10,935
Fire Beat,SPA,4,12,1392
Fire Beat,SPL,5,-1,-1
GIGA RAID,SPB,1,-1,-1
GIGA RAID,SPN,2,5,493
GIGA RAID,SPH,3,9,951
GIGA RAID,SPA,4,11,1222
GIGA RAID,SPL,5,-1,-1
"Hands Up feat. kradness BEMANI Sound Team ""Sota Fujimori"" Remix",SPB,1,-1,-1
"Hands Up feat. kradness BEMANI Sound Team ""Sota Fujimori"" Remix",SPN,2,6,576
"Hands Up feat. kradness BEMANI Sound Team ""Sota Fujimori"" Remix",SPH,3,9,906
"Hands Up feat. kradness BEMANI Sound Team ""Sota Fujimori"" Remix",SPA,4,10,1208
"Hands Up feat. kradness BEMANI Sound Team ""Sota Fujimori"" Remix",SPL,5,-1,-1
Here We Are,SPB,1,2,202
Here We Are,SPN,2,5,549
Here We Are,SPH,3,8,872
Here We Are,SPA,4,10,1249
Here We Are,SPL,5,-1,-1
HIGH VOLTAGE,SPB,1,-1,-1
HIGH VOLTAGE,SPN,2,4,421
HIGH VOLTAGE,SPH,3,7,730
HIGH VOLTAGE,SPA,4,10,1148
HIGH VOLTAGE,SPL,5,-1,-1
IIDX RED Ending (Ryu☆Remix),SPB,1,-1,-1
IIDX RED Ending (Ryu☆Remix),SPN,2,4,327
IIDX RED Ending (Ryu☆Remix),SPH,3,7,607
IIDX RED Ending (Ryu☆Remix),SPA,4,9,938
IIDX RED Ending (Ryu☆Remix),SPL,5,-1,-1
LAST DAY,SPB,1,-1,-1
LAST DAY,SPN,2,6,578
LAST DAY,SPH,3,9,887
LAST DAY,SPA,4,11,1551
LAST DAY,SPL,5,-1,-1
Lovely Howdy Cowboy!!,SPB,1,-1,-1
Lovely Howdy Cowboy!!,SPN,2,6,550
Lovely Howdy Cowboy!!,SPH,3,9,946
Lovely Howdy Cowboy!!,SPA,4,11,1405
Lovely Howdy Cowboy!!,SPL,5,-1,-1
Mars beach,SPB,1,-1,-1
Mars beach,SPN,2,3,311
Mars beach,SPH,3,7,701
Mars beach,SPA,4,10,1129
Mars beach,SPL,5,-1,-1
MEGAERA,SPB,1,-1,-1
MEGAERA,SPN,2,7,746
MEGAERA,SPH,3,10,1112
MEGAERA,SPA,4,12,1790
MEGAERA,SPL,5,-1,-1
Midnight Drive,SPB,1,-1,-1
Midnight Drive,SPN,2,3,308
Midnight Drive,SPH,3,8,675
Midnight Drive,SPA,4,10,1016
Midnight Drive,SPL,5,-1,-1
Ocean Blue feat. Luschel,SPB,1,-1,-1
Ocean Blue feat. Luschel,SPN,2,4,432
Ocean Blue feat. Luschel,SPH,3,7,736
Ocean Blue feat. Luschel,SPA,4,11,1244
Ocean Blue feat. Luschel,SPL,5,-1,-1
of the first magnitude,SPB,1,-1,-1
of the first magnitude,SPN,2,5,523
of the first magnitude,SPH,3,9,976
of the first magnitude,SPA,4,11,1503
of the first magnitude,SPL,5,-1,-1
Overslept,SPB,1,-1,-1
Overslept,SPN,2,6,583
Overslept,SPH,3,9,904
Overslept,SPA,4,11,1300
Overslept,SPL,5,-1,-1
Para siempre,SPB,1,-1,-1
Para siempre,SPN,2,5,487
Para siempre,SPH,3,8,785
Para siempre,SPA,4,11,1461
Para siempre,SPL,5,-1,-1
Party Starter,SPB,1,-1,-1
Party Starter,SPN,2,4,502
Party Starter,SPH,3,8,780
Party Starter,SPA,4,10,1170
Party Starter,SPL,5,-1,-1
POLKAMAИIA,SPB,1,-1,-1
POLKAMAИIA,SPN,2,5,503
POLKAMAИIA,SPH,3,9,961
POLKAMAИIA,SPA,4,11,1507
POLKAMAИIA,SPL,5,-1,-1
Romanticが止まらない,SPB,1,2,196
Romanticが止まらない,SPN,2,5,479
Romanticが止まらない,SPH,3,8,848
Romanticが止まらない,SPA,4,11,1367
Romanticが止まらない,SPL,5,-1,-1
rommmo,SPB,1,-1,-1
rommmo,SPN,2,6,615
rommmo,SPH,3,9,946
rommmo,SPA,4,12,1762
rommmo,SPL,5,-1,-1
Rowdy,SPB,1,-1,-1
Rowdy,SPN,2,5,531
Rowdy,SPH,3,8,795
Rowdy,SPA,4,10,1256
Rowdy,SPL,5,-1,-1
Rub-a Dub-a,SPB,1,-1,-1
Rub-a Dub-a,SPN,2,5,480
Rub-a Dub-a,SPH,3,8,772
Rub-a Dub-a,SPA,4,10,1102
Rub-a Dub-a,SPL,5,-1,-1
Rubrum Piano,SPB,1,-1,-1
Rubrum Piano,SPN,2,5,492
Rubrum Piano,SPH,3,9,877
Rubrum Piano,SPA,4,11,1253
Rubrum Piano,SPL,5,-1,-1
